player;line_nr;year;age;yrs_experience;team;position;games;minutes_played;vorp;salary;drb;orb;trb
Terry Teagle;9;1987;25;9;IND;SF;53;430;3.32;14093207;16.61;4.53;10.57
Terry Teagle;10;1988;26;10;WAS;SF;85;129;4.09;18289209;14.27;11.81;13.04
Terry Teagle;11;1989;27;11;MEM;SF;35;834;4.81;21166797;17.09;3.85;10.47
Terry Teagle;12;1990;28;12;MEM;SF;39;1284;4.35;19328338;13.38;9.29;11.34
Terry Teagle;13;1991;29;13;MEM;SF;61;66;3.97;17809611;16.38;4.53;10.46
Terry Teagle;14;1992;30;17;MEM;SG;47;53;2.78;13053597;11.27;4.57;7.92
Terry Teagle;15;1993;31;15;MEM;SG;70;823;1.43;7658120;6.76;7.76;7.26
Terry Teagle;16;1994;32;16;DAL;SG;2;18;0.57;4221001;14.13;5.27;9.7
Terry Teagle;17;1995;33;17;DAL;SF;75;1547;-0.89;1746747;11.09;3.48;7.29
Terry Teagle;18;1996;34;18;DAL;SG;33;640;-0.52;812876;12.9;4.62;8.76
Terry Teagle;19;1997;35;19;DAL;SG;12;67;-0.42;264317;12.37;3.66;8.02
Terry Teagle;20;1998;36;20;DAL;SG;35;1450;42.08;649340;7.82;20.44;4.37
Terry Teagle;21;1999;37;21;DAL;SG;5;-265;-1.15;684566;15.06;-24.71;10.73
Terry Teagle;22;1999;37;21;NYK;SG;37;-3403;-1.59;943977;8.93;2.67;5.8
Terry Teagle;23;2000;39;22;NYK;SG;31;748;-2.52;864371;7.82;5.22;6.52
Terry Teagle;24;2001;39;23;CHI;SG;11;308;-3.00;842504;13.2;6.6;9.9
Terry Teagle;25;2002;40;24;CHI;SG;77;3602;-3.00;840648;18.53;5.64;12.09
Terry Teagle;26;2003;41;25;CHI;SG;68;2983;-3.00;859978;11.79;2.09;6.94
Terry Teagle;27;2004;42;26;CHI;SG;52;898;-2.92;802929;14.06;1.72;7.89
Terry Teagle;28;2005;43;27;CHI;SG;22;554;-3.00;719882;4.72;2.3;3.51
Terry Teagle;29;2006;44;28;CHI;SG;60;443;-3.00;694872;11.06;0.93;6.0
Terry Teagle;30;2006;44;28;SAC;SF;44;1013;-3.00;1315459;18.1;5.39;11.75
Terry Teagle;31;2007;45;29;SAC;SF;20;705;-3.00;871311;11.0;7.83;9.42
Terry Teagle;32;2008;46;30;SAC;SF;21;307;-3.00;1478034;11.9;5.84;8.87
Terry Teagle;33;2009;47;31;SAC;SF;12;335;-3.00;607813;10.01;2.81;6.41
Terry Teagle;34;2010;48;32;SAC;SG;41;869;-3.00;663739;5.08;4.29;4.69
Terry Teagle;35;2011;49;33;BRK;SG;35;1292;-2.87;764014;62.48;0.85;3.95
Bird Averitt;1;1979;18;3;PHI;PF;8;129;1.06;6179359;13.61;6.83;10.22
Bird Averitt;2;1979;18;3;KCK;PF;50;2359;1.94;9696411;22.58;12.51;17.55
Bird Averitt;3;1980;19;4;KCK;PF;49;60;1.63;8457450;10.26;7.21;8.74
Bird Averitt;4;1981;20;5;KCK;PF;50;2328;2.50;11934535;18.17;61.63;11.91
Bird Averitt;5;1982;21;6;LAL;PF;54;1217;2.35;11335038;10.44;4.3;7.37
Bird Averitt;6;1983;22;7;IND;PF;18;556;1.14;6499091;20.38;6.48;6.99
Bird Averitt;7;1984;23;8;IND;C;54;253;0.81;5180197;31.78;12.55;22.17
Bird Averitt;8;1985;24;9;ATL;PF;86;2720;1.38;7458287;13.29;6.65;9.97
Bird Averitt;9;1986;25;10;ATL;SF;58;2496;0.64;4500766;17.32;3.08;10.2
Bird Averitt;10;1987;26;11;ATL;SF;14;313;-0.34;584049;16.81;9.19;13.0
Bird Averitt;11;1988;27;12;ATL;SF;7;-316;-0.29;783881;24.42;-36.51;12.82
Bird Averitt;12;1989;28;13;IND;SF;37;1263;27.38;996030;15.22;10.54;12.88
Bird Averitt;13;1990;29;14;PHO;SG;61;2856;-0.93;653696;9.09;3.57;6.33
Bird Averitt;14;1991;30;15;PHO;SF;44;-3758;-0.86;986472;6.44;-27.11;6.73
Bird Averitt;15;1992;31;16;PHO;SF;32;1275;-1.43;860124;7.36;33.99;6.64
Bird Averitt;16;1993;32;20;PHO;SF;21;770;-1.94;710268;-38.36;2.76;7.69
Bird Averitt;17;1993;32;17;DET;SF;27;1160;-2.29;602192;-26.55;8.65;11.93
Bird Averitt;18;1994;33;18;CLE;SF;11;826;-32.77;601537;10.81;11.45;11.13
Bird Averitt;19;1994;33;18;NOH;SF;27;334;-1.89;807177;8.08;9.13;8.61
Bird Averitt;20;1995;34;19;ATL;SF;55;3930;-1.38;982716;11.66;5.28;8.47
Bird Averitt;21;1995;34;19;MIA;PF;18;46;-2.63;972007;22.53;11.21;16.87
Bird Averitt;22;1996;35;20;MIA;PF;60;4559;-1.99;952797;13.54;13.27;13.41
Bird Averitt;23;1997;36;21;MIA;PF;73;1448;-2.89;844213;12.14;8.29;10.22
Bird Averitt;24;1998;37;22;TOR;PF;30;1123;-1.51;817302;81.20;8.38;12.94
Bird Averitt;25;1999;38;23;UTA;PF;80;1616;-2.13;600181;17.86;12.99;15.43
Bird Averitt;26;2000;39;24;BOS;PF;67;1379;-1.30;849166;14.26;4.21;9.24
Bird Averitt;27;2001;38;25;UTA;PF;43;1507;-0.77;759619;9.5;10.29;9.9
Bird Averitt;28;2002;41;26;UTA;PF;42;703;-0.58;900736;18.65;4.64;11.65
Bird Averitt;29;2003;42;27;UTA;PF;1;42;42.05;-57630;22.42;4.42;13.42
Bird Averitt;30;2004;43;28;UTA;PF;73;62;-2.09;736281;20.87;10.66;15.77
Bird Averitt;31;2005;44;29;UTA;SF;64;232;-2.53;758869;13.9;6.79;10.35
Bird Averitt;32;2006;45;30;UTA;SF;40;1291;-2.99;715091;7.91;17.52;12.72
Bird Averitt;33;2007;46;31;UTA;SF;7;145;-2.21;719009;4.57;8.46;11.68
Bird Averitt;34;2008;47;32;UTA;SF;75;2885;-2.03;799431;16.38;6.04;11.21
Bird Averitt;35;2008;47;32;ORL;SF;73;3400;-1.27;784250;17.49;9.41;13.45
Salim Stoudamire;1;1979;22;4;ORL;C;42;1795;1.28;7058622;23.25;22.36;22.81
Salim Stoudamire;2;1980;23;5;ORL;C;12;24;0.82;5220163;14.33;23.01;18.67
Salim Stoudamire;3;1981;24;6;ORL;C;33;895;0.54;4101101;16.9;19.18;18.04
Salim Stoudamire;4;1982;25;7;LAC;C;11;41;40.98;809605;20.86;15.87;18.37
Salim Stoudamire;5;1983;26;8;LAC;C;48;2062;-2.41;983607;22.62;25.25;23.94
Salim Stoudamire;6;1984;27;9;LAC;PF;32;1000;-3.00;662308;16.95;11.23;23.36
Salim Stoudamire;7;1985;28;13;MIL;SF;29;1128;-3.00;927124;13.28;4.58;8.93
Salim Stoudamire;8;1986;29;11;CLE;SF;42;1252;-2.81;882251;11.86;7.18;9.52
Salim Stoudamire;9;1987;30;12;CLE;SF;41;780;-3.00;609708;17.16;7.45;12.31
Salim Stoudamire;10;1988;31;13;POR;SF;73;1142;-3.00;925302;9.82;4.94;7.38
Salim Stoudamire;11;1989;35;14;POR;SF;19;1045;-2.73;644111;13.04;10.0;11.52
Salim Stoudamire;12;1990;33;15;POR;PF;35;1460;-3.00;953910;23.76;25.78;6.29
Salim Stoudamire;13;1990;33;15;HOU;PF;68;2481;-2.82;693140;14.96;6.55;10.76
Salim Stoudamire;14;1990;33;15;SAC;PF;75;2539;-2.37;910669;21.39;14.83;18.11
Salim Stoudamire;15;1991;34;16;CLE;SF;68;2484;-2.18;812890;9.32;4.78;7.05
Salim Stoudamire;16;1992;35;17;CHA;SF;42;780;-3.00;675199;13.67;3.89;8.78
Salim Stoudamire;17;1993;36;18;CHA;SG;45;869;-3.00;656128;9.22;1.22;5.22
Salim Stoudamire;18;1994;37;19;PHI;SG;8;135;-3.00;664324;13.44;5.16;9.61
Salim Stoudamire;19;1994;37;19;SAS;SG;16;50;-3.00;698095;12.02;5.58;8.8
Salim Stoudamire;20;1995;38;20;NOK;SG;8;-594;-3.00;765411;11.11;5.67;8.39
Salim Stoudamire;21;1996;39;21;LAL;SG;76;1558;-2.67;910582;5.96;1.53;3.75
Salim Stoudamire;22;1996;39;21;IND;SG;18;31;-3.00;759645;10.89;8.91;9.9
Salim Stoudamire;23;1997;40;22;ATL;PG;52;1186;-2.79;904344;7.69;4.04;5.87
Salim Stoudamire;24;1998;41;23;ATL;SG;17;276;-2.88;874012;6.38;0.85;3.62
Salim Stoudamire;25;1998;41;23;CHI;PG;55;1175;-3.00;982947;9.43;1.43;5.43
Salim Stoudamire;26;1998;41;23;KCK;PG;78;397;-3.00;-184342;12.71;1.99;7.35
Salim Stoudamire;27;1999;42;24;KCK;PG;1;-60;-2.98;673170;9.32;19.51;5.12
Salim Stoudamire;28;2000;43;25;KCK;PG;49;1768;-3.00;859849;6.5;2.56;4.53
Salim Stoudamire;29;2001;44;26;DEN;PG;41;161;-3.00;784907;7.73;2.33;5.03
Salim Stoudamire;30;2002;45;27;DEN;PG;98;2094;-2.75;870627;8.56;3.38;5.97
Salim Stoudamire;31;2003;46;28;DEN;PG;21;914;-2.10;673502;6.48;4.66;5.57
Salim Stoudamire;32;2004;49;29;DEN;PG;44;4354;-3.00;856917;11.01;3.55;7.28
Salim Stoudamire;33;2005;48;30;DEN;PG;43;1507;-3.00;751266;6.78;1.48;4.13
Salim Stoudamire;34;2006;49;31;DEN;PG;60;1883;-2.85;646681;7.56;13.18;5.31
Salim Stoudamire;35;2007;50;32;POR;PG;28;1135;-3.00;689810;6.81;2.42;4.62
Dirk Nowitzki;1;1979;20;3;POR;SF;60;1405;-0.34;584049;17.61;7.1;12.36
Dirk Nowitzki;2;1980;21;4;DEN;SF;74;1347;1.50;7937885;8.52;9.59;9.06
Dirk Nowitzki;3;1981;22;5;DEN;PG;2;82;1.35;7338388;12.92;57.22;10.74
Dirk Nowitzki;4;1982;23;6;DEN;SF;81;3411;1.56;8177684;18.6;5.78;8.63
Dirk Nowitzki;5;1982;23;6;DET;SF;71;2149;1.22;6818823;10.93;8.97;9.95
Dirk Nowitzki;6;1983;24;7;DET;SF;3;122;1.59;8297584;16.98;8.34;12.66
Dirk Nowitzki;7;1984;25;8;DET;SF;4;139;2.16;10575674;17.47;2.34;9.43
Dirk Nowitzki;8;1985;26;9;DET;SF;52;346;45.55;8617316;9.31;8.22;8.77
Dirk Nowitzki;9;1986;27;10;DET;PF;11;421;2.69;12693899;18.87;5.86;12.37
Dirk Nowitzki;10;1987;28;11;HOU;SF;9;49;1.85;9336713;16.82;20.81;8.65
Dirk Nowitzki;11;1988;29;12;HOU;SG;57;1709;2.28;11055272;8.43;5.44;6.94
Dirk Nowitzki;12;1989;30;13;HOU;SG;28;867;2.08;10255942;11.25;6.12;8.69
Dirk Nowitzki;13;1990;31;14;NJN;PF;35;606;-31.83;8377517;16.63;3.51;10.07
Dirk Nowitzki;14;1991;32;10;SAS;SG;64;2715;1.47;7817986;16.74;7.18;11.96
Dirk Nowitzki;15;1992;33;16;SAS;SG;78;3277;1.82;9216813;5.47;7.01;6.24
Dirk Nowitzki;16;1993;34;17;LAC;SG;15;557;2.60;12334200;8.67;4.12;6.4
Dirk Nowitzki;17;1994;35;18;PHO;SG;75;536;2.44;11694736;14.06;3.11;8.59
Dirk Nowitzki;18;1995;36;19;MEM;SG;28;514;2.92;13613128;9.49;2.89;6.19
Dirk Nowitzki;19;1996;37;20;MEM;PF;41;1159;3.11;14372492;7.69;3.91;5.8
Dirk Nowitzki;20;1997;38;21;MEM;SG;15;120;-37.71;14092726;7.86;4.41;6.14
Dirk Nowitzki;21;1998;39;22;MEM;SG;18;787;3.02;14012793;10.17;4.24;7.21
Dirk Nowitzki;22;1998;39;22;BOS;SG;68;2297;2.79;13093564;12.91;4.88;8.9
Dirk Nowitzki;23;1999;40;23;BOS;PF;58;1294;2.59;12294234;9.4;2.14;5.21
Dirk Nowitzki;24;2000;41;24;BOS;SG;81;2328;3.08;14252592;7.4;7.2;7.3
Dirk Nowitzki;25;2001;42;25;SEA;SG;3;86;2.95;13733028;11.03;5.55;8.29
Dirk Nowitzki;26;2002;43;26;SEA;SG;84;2446;1.37;7418321;14.09;0.73;7.41
Dirk Nowitzki;27;2002;43;26;GSW;SG;38;295;1.63;8457450;5.85;3.25;4.55
Dirk Nowitzki;28;2003;44;27;GSW;SG;77;2052;0.74;4900431;17.38;9.06;13.22
Dirk Nowitzki;29;2004;45;28;MIA;C;51;225;-0.50;897689;56.33;6.09;6.11
Dirk Nowitzki;30;2005;46;29;GSW;PG;6;282;-1.18;804452;7.51;3.8;5.66
Dirk Nowitzki;31;2005;46;29;IND;PG;35;854;-1.81;847835;6.96;2.37;4.67
Dirk Nowitzki;32;2006;47;30;IND;PG;54;2325;-2.82;381190;10.7;-12.35;7.13
Dirk Nowitzki;33;2007;48;31;IND;PG;60;2154;-2.44;992662;7.93;3.78;5.86
Dirk Nowitzki;34;2007;48;31;SAS;PG;31;363;-3.00;488148;6.43;4.82;5.63
Dirk Nowitzki;35;2008;49;32;SAS;PG;36;598;-1.97;761074;6.77;0.19;3.48
Phil Jackson;1;1979;21;4;HOU;C;34;172;-0.48;24518;14.01;11.96;12.99
Phil Jackson;2;1979;21;4;MIA;C;15;664;1.85;9336713;19.0;11.89;15.45
Phil Jackson;3;1980;19;5;CLE;C;14;122;1.98;9856277;78.76;15.52;19.01
Phil Jackson;4;1981;23;6;ATL;C;25;166;1.98;9856277;30.05;13.01;21.53
Phil Jackson;5;1982;24;7;ATL;C;68;2848;2.42;11614803;16.38;9.1;12.74
Phil Jackson;6;1982;24;7;BOS;C;57;1241;1.72;8817148;15.28;6.68;10.98
Phil Jackson;7;1983;25;8;LAL;C;20;226;2.03;10056109;27.04;13.94;20.49
Phil Jackson;8;1984;26;9;LAL;C;1;60;0.96;5779694;39.19;9.61;33.53
Phil Jackson;9;1985;27;10;LAL;C;55;2438;1.97;9816311;21.92;10.29;16.11
Phil Jackson;10;1986;28;11;ATL;C;29;954;0.97;5819661;59.42;15.87;22.0
Phil Jackson;11;1987;29;12;ATL;C;63;2640;0.39;3501604;22.97;-11.31;16.74
Phil Jackson;12;1988;30;13;ATL;C;2;41;-0.17;1263479;76.85;6.46;17.26
Phil Jackson;13;1989;31;14;CHH;C;70;3190;-1.26;658270;27.73;12.3;20.02
Phil Jackson;14;1990;32;15;CHH;C;80;863;-1.91;992323;22.58;3.49;13.04
Phil Jackson;15;1990;32;15;PHI;C;64;1385;-2.90;719087;19.29;21.32;20.31
Phil Jackson;16;1991;33;16;PHI;PF;35;892;-2.83;875168;28.44;12.58;20.51
Phil Jackson;17;1992;34;17;CHH;PF;52;1248;-2.27;791344;17.91;2.33;10.12
Phil Jackson;18;1993;35;18;CHH;PF;67;1386;-3.00;896132;21.76;4.04;12.9
Phil Jackson;19;1993;35;18;ORL;PF;24;93;42.50;810687;22.24;4.43;13.34
Phil Jackson;20;1994;36;19;BOS;PF;10;376;-3.00;602718;14.32;11.31;12.82
Phil Jackson;21;1995;34;20;BOS;PF;62;2529;-3.00;176153;16.1;5.57;10.84
Phil Jackson;22;1995;37;20;LAL;C;47;1840;-3.00;943175;21.49;10.43;15.96
Phil Jackson;23;1996;38;21;LAL;C;14;105;-3.00;648878;22.63;5.87;14.25
Phil Jackson;24;1997;35;22;LAL;C;61;1089;-3.00;683840;18.04;12.1;15.07
Phil Jackson;25;1998;40;23;LAL;C;1;33;-36.07;700731;20.77;22.77;21.77
Phil Jackson;26;1998;40;23;NJN;C;5;40;-1.01;931358;21.59;5.74;13.67
Phil Jackson;27;1999;41;24;NJN;PG;37;1131;-1.18;883109;32.28;22.02;27.15
Phil Jackson;28;2000;42;25;NJN;C;4;188;-2.27;688548;26.37;17.93;22.15
Phil Jackson;29;2001;43;26;NJN;C;36;1383;-0.70;785112;17.79;21.47;19.63
Phil Jackson;30;2002;44;27;MIN;C;28;1994;-0.14;1383379;15.06;11.84;13.45
Phil Jackson;31;2003;45;28;MIN;C;89;1772;0.51;3981202;-11.11;100.57;20.2
Phil Jackson;32;2004;46;29;MIN;C;51;106;-0.01;1902943;23.06;19.27;21.17
Phil Jackson;33;2005;47;30;DEN;C;44;1134;-0.19;1183546;16.76;18.19;17.48
Phil Jackson;34;2006;48;31;NOP;C;58;9;-1.41;702648;32.26;7.49;19.88
Phil Jackson;35;2006;48;31;DET;C;15;1587;-1.36;643276;20.15;66.42;12.14
Dave Popson;1;1979;17;3;POR;PF;44;1072;0.47;3821336;23.76;15.35;19.56
Dave Popson;2;1980;18;4;DET;PF;49;1708;1.13;6459125;15.89;6.59;11.24
Dave Popson;3;1981;19;2;NOP;PF;99;488;0.05;2142743;24.06;8.83;16.45
Dave Popson;4;1982;20;6;DET;PF;34;1141;0.57;4221001;17.37;8.74;13.06
Dave Popson;5;1983;20;7;DET;C;13;593;-0.23;1023680;-19.52;19.31;18.01
Dave Popson;6;1984;22;8;DET;C;45;264;-0.81;820920;23.72;15.79;19.76
Dave Popson;7;1985;23;9;GSW;C;34;781;-0.34;584049;30.12;9.5;19.81
Dave Popson;8;1985;23;9;SAC;PF;88;62;-0.06;1703111;14.2;2.89;8.55
Dave Popson;9;1985;23;9;SAC;PF;56;2235;2.18;10655607;16.42;10.19;13.31
Dave Popson;10;1986;24;10;CHI;PF;33;89;2.26;10975339;15.79;6.48;11.14
Dave Popson;11;1987;25;11;CHI;PF;66;8388;1.97;9816311;19.58;15.2;17.39
Dave Popson;12;1988;26;12;DEN;PF;27;861;-9.80;9816311;16.65;8.05;12.35
Dave Popson;13;1989;27;13;DEN;PF;47;1468;0.83;5260130;22.35;7.99;15.17
Dave Popson;14;1990;28;14;MEM;PF;90;816;0.73;4860465;22.58;7.9;15.24
Dave Popson;15;1991;29;15;MIL;PF;44;385;-0.44;184384;18.71;9.14;13.93
Dave Popson;16;1992;30;11;UTA;PF;42;1633;-2.23;807590;23.44;0.32;11.88
Dave Popson;17;1993;31;17;UTA;PF;62;1263;-1.78;839477;12.14;12.92;12.53
Dave Popson;18;1994;32;18;UTA;PF;56;2255;-2.24;995612;18.01;5.23;11.62
Dave Popson;19;1995;33;22;UTA;PF;1;13;-2.16;722610;14.79;7.79;11.29
Dave Popson;20;1996;34;20;UTA;PF;5;237;-2.85;943577;9.38;5.08;7.23
Dave Popson;21;1997;32;21;UTA;PF;8;304;-3.00;923192;24.49;16.97;20.73
Dave Popson;22;1998;36;22;UTA;PF;38;1352;-3.00;978598;16.95;9.14;13.05
Dave Popson;23;1999;37;23;PHO;PF;32;1218;-3.00;856137;16.46;12.84;14.65
Dave Popson;24;2000;38;24;CLE;PF;26;818;-3.00;993612;23.89;5.55;14.72
Dave Popson;25;2000;38;24;BOS;PF;97;1692;-3.00;735959;17.31;8.57;12.94
Dave Popson;26;2001;39;25;BOS;PF;10;75;-3.00;616319;18.23;8.46;13.35
Dave Popson;27;2002;40;26;BOS;PF;9;311;-2.96;535824;18.9;11.9;15.4
Dave Popson;28;2003;41;27;BOS;PF;14;194;-1.79;832013;13.79;6.32;10.06
Dave Popson;29;2003;41;27;OKC;PF;31;1104;-2.40;752795;18.1;6.87;12.49
Dave Popson;30;2004;42;28;OKC;PF;6;20;-1.71;973893;26.13;13.26;19.7
Dave Popson;31;2004;42;27;DET;SG;27;889;-2.51;613457;20.59;10.38;15.49
Dave Popson;32;2005;43;29;SAS;PF;10;302;-2.09;634999;21.37;6.49;13.93
Dave Popson;33;2006;44;30;SAS;PF;39;1381;-2.83;1578809;16.4;8.31;12.36
Dave Popson;34;2007;45;31;SAS;PF;25;570;-3.00;997716;13.64;8.76;11.2
Dave Popson;35;2008;46;32;SAS;PF;7;78;-3.00;755131;19.91;8.0;13.96
Horace Grant;1;1979;19;1;SAS;SF;55;357;1.22;6818823;15.94;2.57;9.26
Horace Grant;2;1980;20;2;SAS;SF;74;453;1.02;6019493;16.43;7.01;11.72
Horace Grant;3;1981;21;3;LAC;SF;75;2300;0.73;4860465;12.75;15.23;13.99
Horace Grant;4;1982;22;4;MIN;PF;20;186;1.04;6099426;15.65;16.64;16.15
Horace Grant;5;1983;23;5;MIN;PF;19;17;1.20;6738890;12.24;5.85;9.05
Horace Grant;6;1984;24;6;MIN;PF;77;2442;22.21;966121;18.64;9.86;14.25
Horace Grant;7;1985;25;7;MIN;PF;55;-1972;-26.01;638336;14.08;9.19;11.64
Horace Grant;8;1986;26;8;MIN;PF;65;1246;-3.00;813168;17.22;3.78;10.5
Horace Grant;9;1987;27;9;SAC;PF;94;830;-2.72;996612;29.76;2.13;15.95
Horace Grant;10;1988;28;10;GSW;PF;74;2916;-3.00;641878;20.82;14.3;17.56
Horace Grant;11;1989;32;11;GSW;PG;54;1402;-2.74;802626;13.63;7.85;10.74
Horace Grant;12;1990;30;12;GSW;SG;30;1180;-3.00;614673;5.43;3.32;4.38
Horace Grant;13;1991;31;13;GSW;SG;33;1474;-3.00;699122;9.34;7.1;8.22
Horace Grant;14;1992;32;14;GSW;SG;85;115;-3.00;867830;11.98;17.19;6.62
Horace Grant;15;1993;34;15;NYK;SG;5;238;-2.64;980311;12.8;4.22;8.51
Horace Grant;16;1993;33;15;SAS;SG;71;2121;-2.15;898966;12.44;1.79;7.12
Horace Grant;17;1993;33;15;DEN;SG;35;3730;-22.77;723323;17.72;1.62;9.67
Horace Grant;18;1994;34;16;MIL;SG;9;54;-0.61;66545;10.93;3.21;7.07
Horace Grant;19;1995;35;17;MIL;SG;39;1400;-1.52;915408;5.79;7.13;6.46
Horace Grant;20;1995;35;17;WSB;SG;44;1031;-1.01;998248;15.03;0.5;7.77
Horace Grant;21;1996;36;18;WSB;SG;35;601;-2.18;658361;10.02;6.23;8.13
Horace Grant;22;1997;37;20;LAC;SG;61;509;-1.72;923969;-31.71;6.33;5.63
Horace Grant;23;1998;38;23;PHI;PG;35;1127;-1.06;847311;-18.56;1.38;5.14
Horace Grant;24;1999;39;21;LAC;SG;38;604;-1.35;692519;6.16;3.99;5.08
Horace Grant;25;1999;39;21;CLE;C;56;192;-1.24;832030;14.38;4.94;9.66
Horace Grant;26;2000;40;22;IND;SG;40;283;-2.06;869374;10.52;5.14;7.83
Horace Grant;27;2001;41;23;MIL;SG;18;696;21.88;544082;4.09;4.76;4.43
Horace Grant;28;2002;42;24;MIL;SF;79;851;-1.24;944870;9.64;1.65;5.65
Horace Grant;29;2003;43;25;MIL;SF;78;2293;-0.79;769144;11.26;6.21;8.74
Horace Grant;30;2004;44;26;MIL;SF;22;893;-0.77;764867;20.6;6.06;13.33
Horace Grant;31;2005;45;27;DEN;SF;4;149;0.24;2356387;19.83;6.95;13.39
Horace Grant;32;2006;46;28;DEN;SF;44;804;1.28;7058622;17.9;9.12;13.51
Horace Grant;33;2007;47;29;HOU;PG;67;1100;1.98;9856277;12.83;2.99;7.91
Horace Grant;34;2008;48;30;HOU;SF;43;1298;1.96;10364240;19.8;4.6;12.2
Horace Grant;35;2009;44;31;WAS;SF;10;180;1.51;7977852;17.55;3.84;10.7
Rock Lee;1;1979;18;2;IND;C;11;149;1.27;7018656;22.64;23.77;23.21
Rock Lee;2;1980;19;3;IND;C;69;3060;2.23;10855440;33.0;13.57;19.16
Rock Lee;3;1981;20;4;CHI;C;31;244;1.65;8537383;28.1;16.93;22.52
Rock Lee;4;1981;20;4;CHA;C;79;2403;2.25;10935373;20.71;96.31;17.2
Rock Lee;5;1982;21;5;CHA;C;56;1403;2.40;11534870;29.03;7.56;18.3
Rock Lee;6;1983;22;6;CHA;PF;53;23;3.68;16650582;21.34;3.78;12.56
Rock Lee;7;1984;22;7;CHA;PF;9;399;3.33;15251755;10.92;10.24;10.58
Rock Lee;8;1985;24;8;NYK;PF;11;141;3.24;14892056;17.08;14.71;15.9
Rock Lee;9;1986;25;9;LAC;PF;48;240;2.56;12174334;17.05;10.46;13.76
Rock Lee;10;1987;26;10;WAS;PF;68;2720;0.58;4260967;22.79;6.15;14.47
Rock Lee;11;1988;27;11;WAS;PF;4;80;0.79;5100264;24.29;8.01;16.15
Rock Lee;12;1989;28;12;WAS;PF;96;802;0.83;5260130;29.14;9.41;19.28
Rock Lee;13;1990;29;13;WAS;PF;33;632;-0.08;1623178;18.04;9.83;13.94
Rock Lee;14;1991;30;14;MEM;PF;37;982;-1.19;661180;17.16;11.46;14.31
Rock Lee;15;1992;31;15;ORL;PF;28;432;-0.98;677853;19.84;7.51;13.68
Rock Lee;16;1993;32;16;HOU;PF;81;3723;-2.03;763031;11.53;7.43;9.48
Rock Lee;17;1994;33;17;HOU;PF;99;405;-3.00;710995;20.69;11.8;16.25
Rock Lee;18;1995;34;18;HOU;PF;50;93;-3.00;910265;21.44;9.49;15.47
Rock Lee;19;1996;35;19;HOU;C;25;1052;-2.18;937272;23.62;14.35;18.99
Rock Lee;20;1997;36;20;NOH;C;58;2772;-1.27;879517;39.56;9.87;24.72
Rock Lee;21;1998;37;21;DAL;C;60;560;-1.81;1689833;25.8;21.56;23.68
Rock Lee;22;1998;37;21;MIA;PF;49;1458;-1.75;919344;17.46;7.68;12.57
Rock Lee;23;1999;38;22;MIA;PF;20;701;-1.64;706980;17.18;3.85;10.52
Rock Lee;24;2000;39;23;MIA;PF;92;834;-2.46;825095;15.86;14.75;15.31
Rock Lee;25;2001;40;24;MIA;C;29;963;-2.25;762572;29.46;21.74;25.6
Rock Lee;26;2002;41;25;LAC;C;95;310;-3.00;784512;20.61;9.01;14.81
Rock Lee;27;2003;42;26;CHA;C;69;1444;-3.00;811298;23.1;12.79;17.95
Rock Lee;28;2004;43;27;LAC;C;69;1204;-3.00;997591;15.61;6.75;11.18
Rock Lee;29;2005;44;28;LAC;C;50;1314;-1.98;721352;27.47;20.47;23.97
Rock Lee;30;2005;44;28;HOU;C;91;1480;-1.96;911359;12.28;3.61;7.95
Rock Lee;31;2006;45;29;NOJ;PF;74;2044;-1.57;750859;13.02;3.8;8.41
Rock Lee;32;2007;46;30;LAC;PG;80;2264;-1.69;883320;12.48;3.33;7.91
Rock Lee;33;2008;47;31;LAC;SG;44;227;-2.97;1279291;15.43;2.45;8.94
Rock Lee;34;2009;48;33;SEA;SG;16;692;-3.00;692294;11.55;1.8;6.68
Rock Lee;35;2010;49;33;LAL;SG;73;2301;-0.91;675270;6.49;2.02;4.26
Marko Jaric;1;1978;16;0;MEM;SF;78;642;0.91;5579862;13.41;7.4;10.41
Marko Jaric;2;1979;17;1;MEM;SF;49;1976;0.36;3381704;7.28;9.32;8.3
Marko Jaric;3;1979;17;1;MEM;PF;76;1676;-0.54;784414;21.74;6.71;14.23
Marko Jaric;4;1979;17;1;OKC;PF;30;1001;-0.03;1823010;14.48;1.06;7.77
Marko Jaric;5;1980;18;2;HOU;PF;41;995;-25.87;1383379;21.66;2.55;12.11
Marko Jaric;6;1981;19;3;HOU;SG;32;1463;1.15;6539058;15.07;5.6;10.34
Marko Jaric;7;1982;20;4;LAL;PF;21;855;1.53;8057785;19.82;3.94;11.88
Marko Jaric;8;1983;21;5;LAL;PG;52;1634;2.22;10921672;23.01;3.25;13.13
Marko Jaric;9;1984;22;6;MIL;PF;33;148;37.59;11694736;16.95;7.4;12.18
Marko Jaric;10;1985;23;7;MIL;SG;67;447;3.27;15011956;24.89;9.24;17.07
Marko Jaric;11;1986;24;8;MIL;PF;61;343;1.90;9536545;16.14;10.45;13.3
Marko Jaric;12;1987;25;9;MIL;PF;67;518;0.33;3261805;17.59;11.87;14.73
Marko Jaric;13;1988;26;10;MIL;SF;14;527;-0.09;1583211;13.92;3.87;8.9
Marko Jaric;14;1989;27;11;MIL;SF;22;273;0.01;1982877;10.01;4.09;7.05
Marko Jaric;15;1989;27;11;SAS;SF;11;375;-0.44;184384;11.42;6.87;9.15
